Unnamed: 0,New Provider Name,Assessment and plan for trauma,Assessment and plan for pain,Pt is at baseline No GDR,Attempted GDR,Failed GDR,Unstable requiring no med changes,Pt Unstable Requiring Med Changes,Ordered labs,Total Psych Meds Started,Total Psych Meds Discontinued,Total Psych Meds Increased,Total Pysch Meds Decreased,Changed diagnosis,Referred patient to,Initiated prior authorization,Summary of session and goals,Decision making,Total Difference In Psych Meds,Initiated Baker Act,Initiated 1 1 sitter,Removed 1 1 sitter
,Provider-0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,280,0,0,0,0,0
,Provider-1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0
,Provider-2,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0,0
,Provider-3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0
,Provider-4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,Provider-5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0
,Provider-6,56,57,200,15,2,14,29,4,9,52,19,1,8,6,0,0,0,43,0,0,1
,Provider-7,53,54,246,22,3,45,69,4,39,31,34,18,4,0,0,0,5,-8,0,0,2
,Provider-8,87,87,123,1,0,26,79,10,62,11,24,8,4,22,0,0,0,-51,0,2,1
,Provider-9,76,77,25,1,0,21,31,11,18,23,15,8,2,13,0,0,0,5,0,1,1
,Provider-10,20,21,93,4,0,31,26,9,7,15,13,7,0,1,0,0,1,8,0,0,0
,Provider-11,42,42,185,45,0,91,152,34,86,67,75,56,53,22,0,0,0,-19,0,0,1
,Provider-12,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0
,Provider-13,51,51,204,7,1,28,75,12,37,24,37,10,11,0,0,0,0,-13,0,0,0
,Provider-14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,3,1,0
,Provider-15,92,91,56,16,1,26,30,5,16,25,13,17,4,2,0,0,0,9,2,1,1
,Provider-16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0
,Provider-17,65,65,181,19,0,12,58,2,87,69,0,0,19,4,0,0,6,-18,0,1,0
,Provider-18,62,62,299,4,0,10,73,25,40,40,49,0,5,80,0,0,0,0,0,0,2
,Provider-19,15,15,158,23,0,4,39,2,14,25,36,33,13,0,0,0,2,11,0,0,0
,Provider-20,38,38,211,11,0,29,97,18,63,48,43,25,11,3,0,0,0,-15,0,0,0
,Provider-21,2,7,4449,22,0,89,74,69,34,93,50,70,113,9,1,0,0,59,0,0,0
,Provider-22,33,34,407,1,0,51,68,13,17,11,45,9,4,1,0,0,0,-6,1,0,0
,Provider-23,44,44,232,57,1,11,78,18,38,48,44,58,18,11,1,0,0,10,0,1,1
,Provider-24,14,14,80,10,1,20,44,2,33,31,24,12,21,3,0,0,9,-2,1,0,0
,Provider-25,124,126,128,19,1,83,84,18,28,47,54,27,4,13,0,0,0,19,0,0,0
,Provider-26,52,52,170,19,0,28,81,6,61,62,40,19,16,2,0,0,0,1,0,0,0
,Provider-27,72,72,149,4,0,5,20,4,6,5,14,4,0,0,0,0,1,-1,0,0,0
,Provider-28,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0,0,0
,Provider-29,95,96,237,17,0,6,77,1,61,27,16,22,1,0,0,0,7,-34,0,0,0
,Provider-30,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,0,0,0,0,0
,Provider-31,37,37,87,22,2,12,34,3,16,20,14,18,3,2,0,0,19,4,0,0,0
,Provider-32,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
,Provider-33,47,47,39,2,0,2,5,0,4,3,2,1,0,0,0,0,0,-1,0,0,0
,Provider-34,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0,0
,Provider-35,76,77,155,4,0,39,119,21,75,36,48,16,19,5,0,0,1,-39,0,1,2
,Provider-36,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415,0,0,0,0,3
,Provider-37,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,0,0,0,0,0
,Provider-38,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0
,Provider-39,55,65,224,31,1,127,85,12,51,41,46,51,35,7,0,0,0,-10,0,0,0
,Provider-40,20,20,162,33,0,22,42,4,27,29,18,26,2,0,0,0,23,2,0,0,0
,Provider-41,37,35,273,11,0,21,36,5,18,24,11,10,11,1,0,0,1,6,1,0,0
,Provider-42,19,19,68,10,2,16,32,3,17,17,11,10,9,15,1,0,1,0,0,0,5
,Provider-43,73,74,95,40,0,20,102,10,50,52,69,55,21,3,0,0,9,2,0,0,0
,Provider-44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
,Provider-45,162,149,401,10,0,18,97,13,76,32,33,19,3,1,0,0,0,-44,0,4,2
,Provider-46,31,0,0,0,0,0,0,0,0,0,0,0,0,2,0,214,0,0,1,0,0
,Provider-47,55,55,351,6,2,15,54,6,23,46,33,14,49,1,0,0,0,23,0,0,1
,Provider-48,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0
,Provider-49,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0
,Provider-50,50,51,202,62,2,9,103,13,62,62,53,57,7,0,0,0,12,0,0,0,0
,Provider-51,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0
,Provider-52,145,147,264,8,1,78,72,1,48,65,24,12,15,12,1,0,0,17,0,0,1
,Provider-53,32,32,176,31,0,6,94,16,56,58,56,39,18,1,1,0,4,2,0,0,0
,Provider-54,26,26,57,13,5,6,33,14,23,28,34,24,6,0,0,0,0,5,0,1,3
,Provider-55,36,36,210,9,0,1,143,7,108,68,105,12,1,1,0,0,0,-40,0,0,0
,Provider-56,352,351,287,32,4,10,117,19,71,80,56,38,1,7,3,0,0,9,0,0,1
,Provider-57,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0
,Provider-58,48,49,224,35,0,37,111,24,68,53,65,71,21,11,1,0,0,-15,0,0,3
,Provider-59,54,54,159,7,0,25,78,12,44,52,41,35,86,8,0,0,0,8,0,0,0
,Provider-60,303,0,0,0,0,0,0,0,0,0,0,0,3,1,0,303,0,0,0,0,0
,Provider-61,100,102,231,23,0,93,92,10,58,50,40,20,12,12,1,0,0,-8,0,0,0
,Provider-62,57,58,233,20,0,15,117,12,69,41,65,54,46,0,1,0,12,-28,0,0,0
,Provider-63,65,65,212,18,0,56,70,9,39,23,31,23,3,7,1,0,0,-16,0,0,0
,Provider-64,202,0,0,0,0,0,0,0,0,0,0,0,2,1,0,202,0,0,0,0,0
,Provider-65,43,42,134,6,1,17,50,12,34,17,24,6,0,13,1,0,1,-17,0,1,2
,Provider-66,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0
,Provider-67,100,101,259,25,0,99,118,28,57,43,62,37,13,65,0,0,0,-14,0,1,2
,Provider-68,32,32,161,7,1,13,29,15,19,10,9,18,1,2,0,0,0,-9,0,0,0
,Provider-69,74,75,301,7,3,23,51,4,31,25,25,11,9,2,0,0,1,-6,0,0,0
,Provider-70,59,59,283,9,3,10,92,20,43,40,50,15,27,1,0,0,0,-3,0,0,1
,Provider-71,80,72,284,26,1,62,69,17,41,52,41,20,35,1,1,0,0,11,2,1,1
,Provider-72,46,50,210,12,1,22,130,19,73,33,73,10,14,0,0,0,0,-40,0,0,2
,Provider-73,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0
,Provider-74,55,64,198,13,4,15,97,4,61,63,71,19,11,13,2,0,0,2,0,2,2
,Provider-75,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0
,Provider-76,57,57,220,8,1,16,55,7,41,35,28,12,14,4,3,0,3,-6,0,0,0
,Provider-77,51,52,186,42,1,116,106,18,50,62,73,36,29,11,0,0,0,12,7,1,0
,Provider-78,27,28,24,1,0,10,7,2,4,9,4,3,5,1,0,0,0,5,0,0,0
,Provider-79,49,49,200,39,2,19,111,33,68,57,67,33,29,1,0,0,0,-11,0,0,0
,Provider-80,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
,Provider-81,231,0,0,0,0,0,0,0,0,0,0,0,29,45,0,231,0,0,7,7,7
,Provider-82,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,169,0,0,0,0,0
,Provider-83,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0,0,0
,Provider-84,27,26,208,12,1,36,88,24,29,15,55,22,9,8,1,0,0,-14,1,1,1
,Provider-85,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0,0,0,0
,Provider-86,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0
,Provider-87,258,211,32,2,4,204,62,27,37,30,41,38,30,245,3,0,0,-7,2,7,1
,Provider-88,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0
,Provider-89,14,15,22,3,0,3,19,1,9,7,10,3,4,1,1,0,0,-2,1,0,0
,Provider-90,36,36,104,2,0,3,10,1,8,9,5,2,13,2,0,0,0,1,0,0,0
,Provider-91,30,31,190,1,0,29,39,15,22,11,21,2,5,11,0,0,1,-11,0,1,1
,Provider-92,89,91,73,3,0,5,35,5,21,4,19,1,1,21,0,0,3,-17,0,0,0
,Provider-93,92,92,220,16,0,7,24,11,27,15,23,24,6,0,0,0,7,-12,0,0,0
,Provider-94,66,68,178,29,2,40,140,15,74,74,61,60,2,31,1,0,0,0,0,0,4
,Provider-95,62,62,297,23,0,50,121,33,34,45,76,28,10,16,0,0,0,11,1,1,2
,Provider-96,36,36,275,22,2,12,94,3,42,53,65,54,7,1,0,0,0,11,0,0,0
,Provider-97,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0
,Provider-98,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0
,Provider-99,86,96,226,28,0,64,136,29,52,63,57,56,26,10,0,0,0,11,0,0,1
,Provider-100,5822,4099,16228,1080,56,2133,4603,824,2636,2406,2460,1519,1013,1013,25,6650,129,-230,30,36,58
,Provider-0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,0,0,0,0,0
,Provider-1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0
,Provider-2,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0
,Provider-3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,0,0,0,0,0
,Provider-4,35,0,0,0,0,0,0,0,0,0,0,0,13,6,0,35,0,0,1,2,2
,Provider-5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0
,Provider-6,23,26,77,7,1,12,11,0,4,13,7,3,3,7,0,0,0,9,0,0,0
,Provider-7,53,53,197,20,0,27,88,13,54,30,41,35,7,0,0,0,6,-24,0,0,0
,Provider-8,64,64,97,4,0,17,71,6,48,15,30,4,1,17,0,0,0,-33,0,5,1
,Provider-9,50,51,118,4,0,27,21,2,6,17,23,4,28,12,0,0,0,11,0,1,1
,Provider-101,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1
,Provider-11,40,41,194,30,1,67,186,54,95,68,91,52,96,25,3,0,1,-27,0,0,0
,Provider-12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0
,Provider-13,62,66,270,5,0,29,97,18,55,27,43,6,25,0,0,0,0,-28,0,0,0
,Provider-14,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0
,Provider-15,63,62,79,24,0,21,28,7,23,30,9,16,2,1,0,0,0,7,3,0,0
,Provider-16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,1
,Provider-17,114,116,170,23,0,21,103,2,75,60,35,18,22,5,0,0,7,-15,0,0,1
,Provider-18,54,54,220,6,0,6,54,25,32,29,36,4,2,77,0,0,0,-3,0,0,0
,Provider-19,27,28,244,26,1,10,94,2,44,49,66,25,8,0,0,0,13,5,0,0,0
,Provider-20,25,25,145,6,0,24,57,14,37,36,23,33,8,5,1,0,0,-1,0,0,0
,Provider-21,30,34,5064,27,0,111,104,72,64,158,68,92,181,18,3,0,0,94,0,0,0
,Provider-22,35,35,455,0,0,60,60,11,24,11,35,6,4,0,0,0,0,-13,2,0,1
,Provider-23,70,70,190,46,0,8,70,10,35,35,45,37,9,8,1,0,4,0,0,1,0
,Provider-24,19,18,113,32,0,36,95,2,40,65,55,35,28,3,0,0,10,25,0,0,1
,Provider-25,114,115,136,36,2,85,76,15,22,54,45,38,3,10,0,0,0,32,0,1,0
,Provider-26,65,65,214,13,0,16,66,9,54,56,21,21,15,3,1,0,0,2,0,0,2
,Provider-27,99,98,152,3,1,21,42,1,22,6,23,7,3,0,0,0,0,-16,0,2,2
,Provider-28,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,0,0,0,0
,Provider-29,64,64,233,22,0,6,50,2,47,24,8,22,0,0,0,0,0,-23,0,0,0
,Provider-102,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0
,Provider-30,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,278,0,0,1,0,0
,Provider-31,70,71,154,23,1,20,79,6,51,28,36,43,8,2,0,0,4,-23,0,0,0
,Provider-32,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0
,Provider-33,48,47,41,1,0,3,7,2,3,3,5,1,0,0,0,0,0,0,0,0,0
,Provider-103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
,Provider-34,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0
,Provider-35,53,53,176,23,0,41,97,14,68,31,39,18,14,2,0,0,0,-37,0,0,0
,Provider-36,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,0,0,0,0,0
,Provider-37,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,0,0,0,0,0
,Provider-38,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0
,Provider-39,74,74,243,26,3,119,95,33,66,49,50,30,45,7,1,0,0,-17,0,0,0
,Provider-40,47,48,147,41,0,22,48,1,22,41,26,30,2,0,1,0,6,19,0,0,0
,Provider-41,60,60,309,33,0,14,57,5,31,72,22,9,13,2,2,0,0,41,1,0,0
,Provider-43,81,81,110,27,0,33,120,9,68,54,67,52,31,9,0,0,8,-14,0,0,0
,Provider-104,140,0,0,0,0,0,0,0,0,0,0,0,0,1,0,182,0,0,0,0,0
,Provider-44,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0
,Provider-105,41,41,61,1,1,8,30,3,19,14,11,4,5,1,0,0,1,-5,0,0,0
,Provider-45,146,135,314,17,0,31,89,9,84,47,45,24,2,6,1,0,0,-37,1,1,1
,Provider-46,35,0,0,0,0,0,0,0,0,0,0,0,0,5,0,204,0,0,0,0,0
,Provider-47,60,61,325,10,0,24,55,10,32,49,32,10,45,0,0,0,0,17,0,0,0
,Provider-48,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0
,Provider-49,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0
,Provider-50,62,62,197,85,0,19,90,19,38,100,55,51,7,1,1,0,13,62,0,0,2
,Provider-51,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0
,Provider-52,198,221,410,38,0,114,89,10,63,106,34,18,21,17,0,0,0,43,0,0,6
,Provider-53,40,40,205,35,0,10,100,14,57,65,62,36,12,9,0,0,0,8,0,1,1
,Provider-54,26,26,48,18,3,15,35,2,21,26,19,25,4,0,0,0,0,5,0,0,1
,Provider-55,46,45,151,0,0,0,114,2,106,76,88,16,0,3,0,0,0,-30,0,0,1
,Provider-56,314,313,260,36,1,4,97,32,59,79,52,28,7,2,4,0,0,20,0,0,0
,Provider-57,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0
,Provider-58,90,90,210,23,0,29,102,30,48,52,79,37,23,6,1,0,0,4,0,0,0
,Provider-59,63,64,283,21,0,38,75,8,50,53,28,35,77,8,0,0,0,3,0,0,1
,Provider-60,298,0,0,0,0,0,0,0,0,0,0,0,4,1,0,299,0,0,0,1,3
,Provider-61,40,40,106,14,0,29,32,7,32,28,19,14,2,0,0,0,0,-4,0,0,0
,Provider-62,101,101,111,88,0,23,150,4,72,57,99,77,33,0,1,0,0,-15,0,0,0
,Provider-63,65,65,180,25,4,52,94,11,72,17,27,39,3,2,0,0,0,-55,0,0,0
,Provider-65,62,61,169,8,0,21,52,6,30,12,38,11,10,24,0,0,2,-18,0,0,0
,Provider-66,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0
,Provider-67,94,95,251,39,0,134,113,25,44,86,56,36,11,88,0,0,0,42,0,1,1
,Provider-68,13,13,62,1,0,2,8,3,5,2,3,3,1,3,0,0,4,-3,0,0,0
,Provider-69,57,60,263,22,1,22,64,5,41,49,34,18,6,3,1,0,0,8,0,0,0
,Provider-70,43,43,252,9,1,16,75,16,26,30,56,14,54,6,1,0,0,4,0,0,0
,Provider-71,67,64,295,27,0,40,63,7,41,77,48,18,41,0,2,0,0,36,0,0,0
,Provider-72,54,54,201,10,1,14,101,20,62,18,46,31,7,0,0,0,0,-44,0,0,0
,Provider-74,89,90,207,10,1,32,128,10,66,43,87,37,19,10,0,0,0,-23,0,3,4
,Provider-75,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0
,Provider-76,55,55,206,19,0,18,44,14,34,36,21,18,7,4,0,0,0,2,0,0,0
,Provider-77,50,51,193,21,0,135,115,17,42,31,77,46,33,24,0,0,0,-11,2,0,0
,Provider-78,89,89,109,0,0,17,26,5,17,23,15,5,18,2,1,0,0,6,0,0,1
,Provider-79,36,36,201,26,0,9,75,8,42,41,45,19,30,0,0,0,0,-1,0,0,1
,Provider-80,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0
,Provider-81,211,0,0,0,0,0,0,0,0,0,0,0,29,37,0,211,0,0,7,7,7
,Provider-82,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0
,Provider-83,39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,238,0,0,0,0,0
,Provider-84,20,21,154,20,1,37,70,20,21,23,43,35,13,9,3,0,0,2,2,0,0
,Provider-106,18,18,29,1,0,6,3,0,1,4,1,0,5,3,0,0,0,3,0,0,0
,Provider-85,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0
,Provider-86,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0
,Provider-87,261,227,71,7,4,149,67,44,51,96,40,36,24,177,3,0,0,45,2,13,0
,Provider-88,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0
,Provider-89,12,12,16,1,0,3,22,12,12,17,8,3,5,0,1,0,0,5,0,0,0
,Provider-90,43,42,120,0,0,8,22,2,17,7,6,1,11,3,0,0,0,-10,0,1,0
,Provider-91,31,31,156,4,0,23,25,15,18,7,11,5,7,5,0,0,1,-11,0,0,0
,Provider-92,118,120,83,4,0,8,29,3,15,3,17,13,2,15,0,0,20,-12,0,0,0
,Provider-93,66,65,268,33,0,16,64,5,42,27,32,28,6,0,0,0,1,-15,0,0,1
,Provider-94,79,83,226,51,2,32,127,20,61,72,67,71,9,29,1,0,0,11,0,0,3
,Provider-95,54,57,289,20,0,34,102,15,54,52,39,20,14,7,1,0,0,-2,0,0,3
,Provider-96,30,30,219,18,1,15,98,4,65,38,49,38,13,1,0,0,0,-27,0,0,0
,Provider-107,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0
,Provider-97,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,0,0,0,0,0
,Provider-98,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0
,Provider-99,69,86,210,24,3,93,137,35,55,49,70,43,34,11,2,0,0,-6,0,0,2
,Provider-100,6065,4327,16659,1294,34,2136,4658,807,2705,2673,2508,1604,1228,1228,37,6856,101,-32,22,40,52
,Provider-0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,0,0,0,0,0
,Provider-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0
,Provider-2,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0
,Provider-3,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,225,0,0,0,0,0
,Provider-4,181,0,0,0,0,0,0,0,0,0,0,0,74,25,0,181,0,0,5,8,12
,Provider-6,30,29,127,17,0,27,19,3,8,48,10,6,11,4,1,0,0,40,1,0,0
,Provider-7,53,53,246,17,2,33,71,10,37,39,29,22,6,0,0,0,1,2,0,0,0
,Provider-8,41,42,76,2,0,14,50,5,35,9,19,12,2,10,0,0,0,-26,0,2,0
,Provider-9,33,31,65,4,0,14,12,5,9,13,11,5,10,7,0,0,0,4,1,0,0
,Provider-101,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35,0,0,0,0,0
,Provider-11,34,36,185,50,4,84,217,55,128,121,105,33,57,35,3,0,0,-7,1,0,3
,Provider-12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0
,Provider-13,55,53,272,12,0,34,79,13,47,34,35,12,22,0,0,0,3,-13,0,0,0
,Provider-14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0,0,5,0,0
,Provider-15,62,61,66,24,0,25,39,5,21,31,14,19,1,1,1,0,0,10,1,0,3
,Provider-16,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0
,Provider-17,111,112,213,39,0,10,104,2,64,47,45,32,30,3,0,0,6,-17,0,1,1
,Provider-18,54,54,249,22,1,6,73,22,47,69,42,6,13,74,0,0,0,22,1,0,0
,Provider-19,29,29,278,35,0,12,80,7,39,44,52,49,7,0,1,0,30,5,0,0,0
,Provider-20,57,58,234,15,0,23,119,16,73,40,53,38,8,16,2,0,0,-33,0,1,0
,Provider-21,17,20,5822,13,0,74,36,55,14,77,23,59,192,10,0,0,0,63,0,2,0
,Provider-22,43,43,422,0,0,75,77,6,26,18,52,5,13,1,0,0,0,-8,3,0,0
,Provider-23,34,34,157,35,1,5,70,11,37,38,43,54,8,8,1,0,1,1,0,0,0
,Provider-24,24,24,156,58,2,43,131,0,69,73,77,37,25,4,0,0,2,4,0,0,0
,Provider-25,98,98,170,41,2,70,80,20,23,58,50,37,5,17,0,0,5,35,0,0,2
,Provider-26,49,49,193,36,0,18,111,10,66,90,59,52,15,3,1,0,0,24,0,0,1
,Provider-27,58,56,155,14,1,30,34,1,18,13,13,18,3,1,0,0,6,-5,0,0,2
,Provider-108,14,14,16,0,0,2,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0
,Provider-28,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0
,Provider-29,88,87,249,14,0,4,54,1,41,21,10,14,0,0,0,0,0,-20,0,0,0
,Provider-102,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0
,Provider-30,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,0,0,0,0,0
,Provider-31,68,68,174,17,0,23,98,5,56,27,46,27,13,0,0,0,6,-29,0,0,0
,Provider-32,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0
,Provider-33,30,30,26,0,0,1,5,0,2,1,3,0,0,0,0,0,0,-1,0,0,0
,Provider-103,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0
,Provider-109,78,77,91,13,0,31,73,2,54,14,26,25,10,0,0,0,0,-40,0,0,0
,Provider-34,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0,0,0,0,0
,Provider-35,54,53,166,20,2,31,100,24,61,37,49,27,9,0,0,0,2,-24,0,1,1
,Provider-36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,0,0,0,0,0
,Provider-37,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,0,0,0,0,0
,Provider-38,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0
,Provider-39,70,71,261,29,0,98,81,16,50,46,53,38,31,7,2,0,0,-4,1,0,3
,Provider-40,16,16,181,24,0,12,39,0,24,21,15,17,1,0,0,0,2,-3,0,0,0
,Provider-110,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
,Provider-41,64,65,345,27,2,32,45,3,27,40,15,13,19,11,2,0,0,13,2,1,0
,Provider-43,77,77,118,24,2,25,136,11,83,58,72,57,24,9,0,0,2,-25,0,0,0
,Provider-104,180,0,0,0,0,0,0,0,0,0,0,0,1,1,0,274,0,0,0,0,0
,Provider-44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
,Provider-105,103,103,129,8,0,9,23,0,17,12,7,16,2,0,1,0,0,-5,0,0,0
,Provider-45,152,144,371,28,0,23,105,12,73,37,46,41,6,3,0,0,0,-36,2,3,5
,Provider-46,34,0,0,0,0,0,0,0,0,0,0,0,1,4,0,191,0,0,0,0,1
,Provider-47,42,42,378,7,1,19,79,10,42,50,39,16,44,0,0,0,0,8,0,0,1
,Provider-49,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0
,Provider-50,41,41,266,104,0,33,79,26,41,94,47,97,7,0,0,0,15,53,0,0,0
,Provider-51,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0
,Provider-52,157,177,406,55,0,109,88,11,72,160,41,23,29,21,0,0,0,88,0,1,6
,Provider-53,28,32,194,51,0,9,124,21,64,116,77,43,27,6,2,0,7,52,0,0,1
,Provider-54,21,21,58,7,0,5,43,8,25,15,24,21,8,0,0,0,0,-10,0,0,1
,Provider-111,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
,Provider-55,56,38,183,3,0,6,122,0,107,76,108,17,0,2,0,0,0,-31,0,0,0
,Provider-56,326,326,268,38,3,1,80,23,56,83,42,26,3,4,0,0,0,27,0,0,0
,Provider-57,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,0,0,0
,Provider-58,75,75,213,29,0,39,134,33,89,56,62,63,22,6,0,0,0,-33,0,0,0
,Provider-59,84,84,221,23,0,42,91,12,48,52,53,28,98,17,2,0,0,4,0,0,0
,Provider-60,287,0,0,0,0,0,0,0,0,0,0,0,9,0,0,287,0,0,0,1,1
,Provider-61,85,85,240,10,0,80,78,10,45,33,40,15,12,16,0,0,3,-12,0,0,0
,Provider-62,155,156,104,128,0,18,142,6,66,90,112,134,26,0,0,0,0,24,0,0,0
,Provider-63,84,83,195,13,3,58,114,7,74,20,41,26,4,10,6,0,2,-54,0,0,0
,Provider-65,45,44,183,6,0,15,45,6,26,15,20,12,6,13,0,0,1,-11,0,0,0
,Provider-66,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0
,Provider-67,88,86,263,32,1,114,125,41,65,60,52,47,32,74,5,0,0,-5,0,0,1
,Provider-69,78,79,291,21,1,13,64,13,40,28,39,20,2,2,0,0,0,-12,0,0,0
